variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,country_code
Typica,Mexico,Washed / Wet,2012,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,6.67,0.14,484
Typica,Mexico,Semi-washed / Semi-pulped,2012,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,7.0,0.14,484
Bourbon,Mexico,Washed / Wet,2012,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,7.0,0.12,484
Typica,China,Washed / Wet,2013,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,7.08,0.0,156
Caturra,Mexico,Washed / Wet,2012,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,6.83,0.13,484
Caturra,Nicaragua,Washed / Wet,2016,7.08,7.0,6.75,6.83,7.08,6.92,10.0,10.0,10.0,6.92,0.1,558
Caturra,Nicaragua,Natural / Dry,2014,6.83,7.08,6.92,6.75,7.25,7.08,10.0,10.0,10.0,6.67,0.11,558
Other,Guatemala,Washed / Wet,2014,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,0.12,320
Typica,Mexico,Washed / Wet,2012,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,6.67,0.13,484
Typica,Mexico,Washed / Wet,2012,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,7.5,0.1,484
Bourbon,Mexico,Washed / Wet,2014,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,7.17,0.0,484
Typica,Mexico,Washed / Wet,2012,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,6.83,0.12,484
Caturra,Mexico,Washed / Wet,2012,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,6.92,0.13,484
Catuai,Brazil,Natural / Dry,2015,6.83,7.0,6.92,7.08,6.92,6.83,10.0,10.0,10.0,6.83,0.12,076
Typica,Mexico,Washed / Wet,2012,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,7.17,0.14,484
Other,Guatemala,Washed / Wet,2014,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,6.67,0.1,320
Bourbon,Guatemala,Washed / Wet,2012,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,0.11,320
Typica,Mexico,Natural / Dry,2012,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,7.75,0.13,484
Bourbon,Guatemala,Washed / Wet,2012,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,7.0,0.11,320
Java,Indonesia,Washed / Wet,2016,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,6.83,0.13,360
Typica,Mexico,Washed / Wet,2012,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,6.75,0.11,484
Pacas,Honduras,Natural / Dry,2014,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,6.67,0.11,340
Other,Guatemala,Washed / Wet,2014,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,7.25,0.1,320
Typica,China,Washed / Wet,2013,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,7.17,0.1,156
Bourbon,Guatemala,Washed / Wet,2013,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,6.67,0.11,320
Other,Mexico,Washed / Wet,2012,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,7.08,0.12,484
Caturra,Colombia,Washed / Wet,2012,7.42,7.17,7.0,7.17,7.67,7.17,8.67,9.33,9.33,7.08,0.1,170
Caturra,Costa Rica,Washed / Wet,2014,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,0.12,188
Typica,Mexico,Washed / Wet,2012,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,6.92,0.11,484
Bourbon,Guatemala,Washed / Wet,2012,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,7.17,0.11,320
Caturra,Nicaragua,Washed / Wet,2016,7.42,7.0,7.0,7.17,7.08,7.0,9.33,8.67,10.0,7.17,0.1,558
Caturra,Brazil,Washed / Wet,2014,7.0,6.75,6.67,6.83,7.08,6.83,10.0,10.0,10.0,6.67,0.11,076
Bourbon,Guatemala,Washed / Wet,2013,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,6.5,0.11,320
Typica,Mexico,Washed / Wet,2012,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,6.67,0.13,484
Bourbon,Guatemala,Washed / Wet,2013,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,6.17,0.11,320
Bourbon,Brazil,Natural / Dry,2018,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,7.0,0.0,076
Other,Guatemala,Washed / Wet,2014,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,0.1,320
Typica,Mexico,Washed / Wet,2012,7.33,7.0,6.67,7.0,6.92,6.92,9.33,9.33,10.0,6.83,0.15,484
Typica,Haiti,Washed / Wet,2013,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,6.83,0.1,332
Other,Mexico,Washed / Wet,2012,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,6.92,0.12,484
Caturra,Peru,Washed / Wet,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,0.0,604
Caturra,India,Natural / Dry,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,7.42,0.0,356
Typica,Mexico,Washed / Wet,2009,6.67,6.33,6.42,6.83,7.0,6.92,10.0,10.0,10.0,6.58,0.0,484
Bourbon,Guatemala,Washed / Wet,2012,6.42,6.5,6.5,7.33,6.33,6.92,10.0,10.0,10.0,6.5,0.12,320
Typica,Mexico,Washed / Wet,2012,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,0.13,484
Bourbon,Guatemala,Washed / Wet,2012,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7.0,0.11,320
Bourbon,Guatemala,Washed / Wet,2012,6.17,6.5,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.17,0.11,320
Typica,Mexico,Washed / Wet,2012,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,6.75,0.16,484
Other,Indonesia,Natural / Dry,2011,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,6.67,0.12,360
Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,0.12,484
Pacas,Honduras,Natural / Dry,2014,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7.0,0.11,340
Caturra,Philippines,Washed / Wet,2012,6.83,6.5,6.5,6.92,6.75,7.0,9.33,10.0,9.33,6.67,0.12,608
Caturra,Brazil,Natural / Dry,2018,7.17,7.0,6.83,7.5,7.17,7.0,8.0,8.0,10.0,7.0,0.11,076
Bourbon,Guatemala,Washed / Wet,2012,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,6.83,0.11,320
Bourbon,Guatemala,Washed / Wet,2012,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,10.0,6.5,0.12,320
Pacamara,Mexico,Washed / Wet,2012,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,6.83,0.11,484
Mundo Novo,Mexico,Washed / Wet,2012,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,0.11,484
Other,Mexico,Washed / Wet,2012,7.25,6.83,6.67,7.08,7.17,6.83,10.0,6.67,10.0,6.67,0.12,484
Typica,Mexico,Washed / Wet,2012,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,6.75,0.13,484
Typica,Mexico,Washed / Wet,2012,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,6.75,0.14,484
Typica,Mexico,Washed / Wet,2012,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,6.42,0.17,484
Typica,Mexico,Washed / Wet,2012,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,7.0,0.12,484
Bourbon,Guatemala,Washed / Wet,2012,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,10.0,6.33,0.11,320
Bourbon,Guatemala,Washed / Wet,2012,6.75,6.67,6.17,7.17,7.0,6.58,8.0,10.0,10.0,6.42,0.11,320
Typica,Mexico,Washed / Wet,2013,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,6.75,0.12,484
Bourbon,Guatemala,Washed / Wet,2013,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,6.0,0.11,320
Typica,Mexico,Washed / Wet,2012,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,0.14,484
Typica,Mexico,Washed / Wet,2012,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,6.5,0.13,484
Typica,Mexico,Washed / Wet,2012,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,7.08,0.12,484
Caturra,Brazil,Washed / Wet,2016,7.25,6.58,6.58,7.0,7.0,6.42,8.0,8.0,10.0,6.67,0.11,076
Pacas,Honduras,Washed / Wet,2014,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,0.11,340
Typica,Mexico,Washed / Wet,2014,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,8.0,6.92,0.0,484
Caturra,Colombia,Natural / Dry,2013,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,0.0,170
Caturra,Haiti,Washed / Wet,2010,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,6.42,0.08,332
Caturra,Costa Rica,Washed / Wet,2014,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,0.11,188
Mundo Novo,Mexico,Washed / Wet,2012,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,0.12,484
Bourbon,Mexico,Washed / Wet,2012,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,6.42,0.11,484
Typica,Mexico,Washed / Wet,2014,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,6.75,0.12,484
Caturra,Brazil,Natural / Dry,2018,7.0,7.0,6.83,7.0,7.33,6.83,6.0,6.0,10.0,6.67,0.11,076
Catuai,Honduras,Washed / Wet,2014,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,6.33,0.1,340
Catuai,Honduras,Washed / Wet,2014,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,6.5,0.1,340
Catuai,Honduras,Washed / Wet,2014,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,6.33,0.1,340
Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.25,7.42,7.25,6.75,10.0,0.0,10.0,6.75,0.11,484
Typica,Haiti,Natural / Dry,2012,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,6.42,0.14,332
Caturra,Nicaragua,Other,2016,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,6.17,0.13,558
Catuai,Guatemala,Washed / Wet,2012,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,1.33,6.67,0.1,320
Caturra,Honduras,Washed / Wet,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,340
Caturra,Uganda,Washed / Wet,2013,7.83,8.08,7.75,7.92,8.25,7.92,10.0,10.0,8.0,8.0,0.12,800
Caturra,India,Washed / Wet,2017,8.0,7.75,7.92,8.0,7.92,7.92,10.0,10.0,8.0,8.0,0.0,356
Caturra,India,Washed / Wet,2015,7.92,7.83,7.92,8.0,7.83,7.92,10.0,10.0,7.83,8.0,0.0,356
Caturra,Uganda,Washed / Wet,2013,8.0,7.92,7.92,7.75,7.83,7.75,10.0,10.0,7.75,8.08,0.12,800
Caturra,Uganda,Washed / Wet,2013,8.33,7.83,7.83,7.75,8.25,7.75,10.0,10.0,7.58,7.67,0.12,800
Caturra,India,Washed / Wet,2012,8.0,7.92,7.67,8.0,7.75,7.92,10.0,10.0,7.75,7.75,0.0,356
Caturra,India,Washed / Wet,2014,7.67,7.75,7.83,7.83,7.92,7.75,10.0,10.0,8.0,7.83,0.0,356
Caturra,India,Washed / Wet,2017,7.67,7.75,7.83,7.67,7.92,7.83,10.0,10.0,7.92,7.92,0.1,356
Other,India,Washed / Wet,2015,7.67,7.75,7.58,7.83,7.83,8.0,10.0,10.0,7.92,7.92,0.09,356
Caturra,Uganda,Washed / Wet,2014,7.67,7.83,7.83,7.83,7.92,7.75,10.0,10.0,7.75,7.83,0.12,800
Caturra,Uganda,Washed / Wet,2014,7.58,7.92,7.75,7.83,7.5,7.67,10.0,10.0,7.67,7.83,0.12,800
Other,India,Natural / Dry,2015,7.67,7.83,7.75,7.5,7.75,7.58,10.0,10.0,7.75,7.75,0.11,356
Caturra,India,Washed / Wet,2014,7.58,7.58,7.67,7.58,7.67,7.67,10.0,10.0,7.5,8.33,0.0,356
Caturra,Uganda,Washed / Wet,2013,8.0,7.75,7.75,7.58,7.67,7.5,10.0,10.0,7.58,7.67,0.11,800
Caturra,Uganda,Washed / Wet,2014,8.0,7.67,7.75,7.5,7.67,7.58,10.0,10.0,7.58,7.75,0.12,800
Caturra,India,Washed / Wet,2015,7.75,7.75,7.67,7.67,7.58,7.58,10.0,10.0,7.58,7.83,0.0,356
Caturra,India,Natural / Dry,2013,7.5,7.5,7.25,7.83,7.67,7.83,10.0,10.0,7.83,7.83,0.13,356
Caturra,Uganda,Washed / Wet,2013,7.33,7.58,7.5,7.75,7.75,7.67,10.0,10.0,7.75,7.58,0.12,800
Caturra,Uganda,Washed / Wet,2013,7.83,7.58,7.33,7.67,7.5,7.5,10.0,10.0,7.75,7.42,0.12,800
Caturra,Uganda,Washed / Wet,2013,7.75,7.42,7.33,7.58,7.67,7.58,10.0,10.0,7.67,7.5,0.12,800
Caturra,India,Washed / Wet,2014,7.67,7.67,7.5,7.33,7.58,7.5,10.0,10.0,7.42,7.5,0.0,356
Caturra,India,Natural / Dry,2013,7.58,7.42,7.42,7.83,7.42,7.5,10.0,10.0,7.42,7.58,0.0,356
Arusha,United States,Natural / Dry,2012,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10.0,7.58,7.33,0.0,840
Caturra,Ecuador,Washed / Wet,2016,7.75,7.58,7.33,7.58,5.08,7.83,10.0,10.0,7.75,7.83,0.0,218
Caturra,Ecuador,Washed / Wet,2016,7.5,7.67,7.75,7.75,5.17,5.25,10.0,10.0,8.42,8.58,0.0,218
Caturra,United States,Natural / Dry,2014,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17,0.0,840
Caturra,India,Natural / Dry,2013,7.42,6.83,6.75,7.17,7.25,7.0,9.33,9.33,7.08,6.92,0.1,356
